countryterritoryCode,continentExp,countriesAndTerritories,dateRep,total_cases,cases,new_cases_smoothed,total_deaths,deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,popData2019,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
VNM,Asia,Vietnam,2021-05-10,3489,77,72,35,0,0,36,1,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,381,samples tested,892454,,,,37319,1,,,383,70,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-11,3571,82,82,35,0,0,37,1,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,333,samples tested,,887705,,,35529,,1,,365,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-12,3658,87,90,35,0,0,38,1,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,306,samples tested,942030,,,,33739,1,,,347,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-13,3740,82,93,35,0,0,38,1,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,295,samples tested,959182,,,17152,30858,1,,,317,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-14,3816,76,97,35,0,0,39,1,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,283,samples tested,969697,948655,21042,10515,27029,1,1,0,278,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-15,4112,296,124,36,1,0,42,3,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,221,samples tested,977032,954520,22512,7335,22745,1,1,0,234,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-16,4212,100,114,37,1,0,43,1,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,240,samples tested,979238,956677,22561,2206,17729,1,1,0,182,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-17,4359,147,124,37,0,0,45,2,1,0,0,0,2,,,,,,,,,,,,,27427,0,0,221,samples tested,,,,,14695,,,,151,72,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-18,4512,153,134,37,0,0,46,2,1,0,0,0,2,,,,,,,,,,3324043,34,,27427,0,0,204,samples tested,1011395,982543,28852,,13450,1,1,0,138,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-19,4720,208,152,37,0,0,48,2,2,0,0,0,2,,,,,,,,,,,,,34182,0,0,225,samples tested,,,,,10490,,,,108,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-20,4809,89,153,39,2,1,49,1,2,0,0,0,2,,,,,,,,,,,,,40936,0,0,268,samples tested,,,,,8621,,,,89,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-21,4941,132,161,41,2,1,51,1,2,0,0,0,2,,,,,,,,,,3548172,36,,47691,0,0,297,samples tested,,,,,7699,,,,79,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-22,5119,178,144,42,1,1,53,2,1,0,0,0,1,,,,,,,,,44757,3592929,37,0,50167,1,0,349,samples tested,1027659,998698,28961,,7232,1,1,0,74,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-23,5275,156,152,43,1,1,54,2,2,0,0,0,1,,,,,,,,,37654,3630583,37,0,51628,1,0,340,samples tested,,,,,7175,,,,74,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-24,5404,129,149,44,1,1,56,1,2,0,0,0,1,,,,,,,,,35933,3666516,38,0,52843,1,0,354,samples tested,,,,,5135,,,,53,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-25,5931,527,203,44,0,1,61,5,2,0,0,0,1,,,,,,,,,77461,3743977,38,1,59991,1,0,296,samples tested,,,,,3096,,,,32,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-26,6086,155,195,45,1,1,63,2,2,0,0,0,1,,,,,,,,,53743,3797720,39,1,56995,1,0,292,samples tested,1034867,1005906,28961,,2772,1,1,0,28,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-27,6356,270,221,46,1,1,65,3,2,0,0,0,1,,,,,,,,,,,,,55728,1,0,252,samples tested,,,,,4112,,,,42,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-28,6396,40,208,47,1,1,66,0,2,0,0,0,1,,,,,,,,,,3929395,40,,54460,1,0,262,samples tested,,,,,5452,,,,56,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-29,6908,512,256,47,0,1,71,5,3,0,0,0,1,,,,,,,,,53211,3982606,41,1,55668,1,0,218,samples tested,,,,,6792,,,,70,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-30,7107,199,262,47,0,1,73,2,3,0,0,0,1,,,,,,,,,72199,4054805,42,1,60603,1,0,232,samples tested,,,,,8456,,,,87,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-05-31,7432,325,290,47,0,0,76,3,3,0,0,0,1,,,,,,,,,,,,,62668,1,0,216,samples tested,1102099,1071497,30602,,10119,1,1,0,104,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-01,7625,193,242,48,1,1,78,2,2,0,0,0,1,,,,,,,,,,,,,58800,1,0,243,samples tested,,,,,10434,,,,107,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-02,7870,245,255,49,1,1,81,3,3,1,0,0,1,,,,,,,,,,4205967,43,,58321,1,0,229,samples tested,1110111,1078934,31177,,10749,1,1,0,110,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-03,8063,193,244,49,0,0,83,2,3,1,0,0,1,,,,,,,,,51066,4257033,44,1,56211,1,0,230,samples tested,1156056,1124505,31551,45945,15392,1,1,0,158,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-04,8364,301,281,51,2,1,86,3,3,1,0,0,1,,,,,,,,,43003,4300036,44,0,52949,1,0,188,samples tested,1217607,1185206,32401,61551,22264,1,1,0,229,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-05,8580,216,239,53,2,1,88,2,2,1,0,0,1,,,,,,,,,,,,,53106,1,0,222,samples tested,1243304,1209672,33632,25697,24014,1,1,0,247,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-06,8791,211,241,53,0,1,90,2,2,1,0,0,1,,,,,,,,,,4408663,45,,50551,1,0,210,samples tested,1248559,1214916,33643,5255,22844,1,1,0,235,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-07,9027,236,228,53,0,1,93,2,2,1,0,0,1,,,,,,,,,68923,4477586,46,1,53199,1,0,234,samples tested,1340098,1301932,38166,91539,34000,1,1,0,349,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-08,9222,195,228,55,2,1,95,2,2,1,0,0,1,,,,,,,,,42290,4519876,46,0,52042,1,0,228,samples tested,1354856,1312741,42115,14758,35536,1,1,0,365,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-09,9635,413,252,55,0,1,99,4,3,1,0,0,1,,,,,,,,,62370,4582246,47,1,53754,1,0,213,samples tested,1389887,1342708,47179,35031,39968,1,1,0,411,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-10,9835,200,253,55,0,1,101,2,3,1,0,0,1,,,,,,,,,43798,4626044,48,0,52716,1,0,208,samples tested,1411548,1361525,50023,21661,36499,1,1,0,375,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-11,10048,213,241,57,2,1,103,2,2,1,0,0,1,,,,,,,,,70977,4697021,48,1,56712,1,0,236,samples tested,1445723,1392596,53127,34175,32588,1,1,0,335,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-12,10337,289,251,58,1,1,106,3,3,1,0,0,1,,,,,,,,,69511,4766532,49,1,58883,1,0,235,samples tested,1454221,1399836,54385,8498,30131,1,1,0,310,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-13,10630,293,263,59,1,1,109,3,3,1,0,0,1,,,,,,,,,70741,4837273,50,1,61230,1,0,233,samples tested,1498323,1443058,55265,44102,35681,2,1,0,367,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-14,10881,251,265,59,0,1,112,3,3,1,0,0,1,,,,,,,,,69477,4906750,50,1,61309,1,0,232,samples tested,1552651,1493043,59608,54328,30365,2,2,0,312,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-15,11304,423,297,61,2,1,116,4,3,1,0,0,1,,,,,,,,,77438,4984188,51,1,66330,1,0,223,samples tested,1648072,1584436,63636,95421,41888,2,2,0,430,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-16,11794,490,308,61,0,1,121,5,3,1,0,0,1,,,,,,,,,59363,5043551,52,1,65901,1,0,214,samples tested,1773297,1700972,72325,125225,54773,2,2,0,563,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-17,12150,356,331,61,0,1,125,4,3,1,0,0,1,,,,,,,,,,,,,,,,,,1991059,1901226,89833,217762,82787,2,2,0,851,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-18,12508,358,351,62,1,1,128,4,4,1,0,0,1,,,,,,,,,,,,,,,,,,2233208,2127352,105856,242149,112498,2,2,0,1156,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-19,12978,470,377,64,2,1,133,5,4,1,0,0,1,,,,,,,,,,,,,,,,,,2359376,2244061,115315,126168,129308,2,2,0,1328,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-20,13258,280,375,66,2,1,136,3,4,1,0,0,1,,,,,,,,,,,,,,,,,,2422643,2300960,121683,63267,132046,2,2,0,1357,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-21,13530,272,378,69,3,1,139,3,4,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,134750,,,,1384,77,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-22,13782,252,354,69,0,1,142,3,4,1,0,0,1,,,,,,,,,,,,,,,,,,2569156,2435313,133843,,131583,3,2,0,1352,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-23,13989,207,314,70,1,1,144,2,3,1,0,0,,,,,,,,,,,,,,,,,,,2626337,2488655,137682,57181,121863,3,3,0,1252,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-24,14323,334,310,72,2,2,147,3,3,1,0,0,,,,,,,,,,,,,,,,,,,2920248,2777127,143121,293911,132741,3,3,0,1364,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-25,14537,214,290,74,2,2,149,2,3,1,0,0,,,,,,,,,,,,,,,,,,,3087580,2937264,150316,167332,122053,3,3,0,1254,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-26,15325,788,335,74,0,1,157,8,3,1,0,0,,,,,,,,,,,,,,,,,,,3299232,3143744,155488,211652,134265,3,3,0,1379,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-27,15740,415,355,76,2,1,162,4,4,1,0,0,,,,,,,,,,,,,,,,,,,3386607,3229471,157136,87375,137709,3,3,0,1415,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-28,16136,396,372,78,2,1,166,4,4,1,0,0,,,,,,,,,,,,,,,,,,,3497104,3324110,172994,110497,143029,4,3,0,1469,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
VNM,Asia,Vietnam,2021-06-29,16507,371,389,80,2,2,170,4,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97338583,308,33,7,5,6172,2,245,6,1,46,86,3,75,1,
